"REF_DATE","GEO","DGUID","Population group","Age","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 25 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068400","1.3.1.2.2","51.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 25 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068401","1.3.1.2.3","51.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 25 years","Females","Life expectancy","Years","308","units ","0","v54068402","1.3.1.3.1","57.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 25 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068403","1.3.1.3.2","57.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 25 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068404","1.3.1.3.3","57.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Both sexes","Life expectancy","Years","308","units ","0","v54068405","1.3.2.1.1","49.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068406","1.3.2.1.2","49.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068407","1.3.2.1.3","49.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Males","Life expectancy","Years","308","units ","0","v54068408","1.3.2.2.1","46.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068409","1.3.2.2.2","46.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068410","1.3.2.2.3","46.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Females","Life expectancy","Years","308","units ","0","v54068411","1.3.2.3.1","52.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068412","1.3.2.3.2","52.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068413","1.3.2.3.3","52.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Both sexes","Life expectancy","Years","308","units ","0","v54068414","1.3.3.1.1","44.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068415","1.3.3.1.2","44.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068416","1.3.3.1.3","44.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Males","Life expectancy","Years","308","units ","0","v54068417","1.3.3.2.1","41.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068418","1.3.3.2.2","41.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068419","1.3.3.2.3","42.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Females","Life expectancy","Years","308","units ","0","v54068420","1.3.3.3.1","47.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068421","1.3.3.3.2","47.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068422","1.3.3.3.3","47.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Both sexes","Life expectancy","Years","308","units ","0","v54068423","1.3.4.1.1","40.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068424","1.3.4.1.2","40.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068425","1.3.4.1.3","40.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Males","Life expectancy","Years","308","units ","0","v54068426","1.3.4.2.1","37.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068427","1.3.4.2.2","37.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068428","1.3.4.2.3","37.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Females","Life expectancy","Years","308","units ","0","v54068429","1.3.4.3.1","42.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068430","1.3.4.3.2","42.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068431","1.3.4.3.3","42.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Both sexes","Life expectancy","Years","308","units ","0","v54068432","1.3.5.1.1","35.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068433","1.3.5.1.2","35.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068434","1.3.5.1.3","35.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Males","Life expectancy","Years","308","units ","0","v54068435","1.3.5.2.1","32.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068436","1.3.5.2.2","32.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068437","1.3.5.2.3","32.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Females","Life expectancy","Years","308","units ","0","v54068438","1.3.5.3.1","38.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068439","1.3.5.3.2","38.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068440","1.3.5.3.3","38.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Both sexes","Life expectancy","Years","308","units ","0","v54068441","1.3.6.1.1","30.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068442","1.3.6.1.2","30.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068443","1.3.6.1.3","30.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Males","Life expectancy","Years","308","units ","0","v54068444","1.3.6.2.1","28.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068445","1.3.6.2.2","27.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068446","1.3.6.2.3","28.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Females","Life expectancy","Years","308","units ","0","v54068447","1.3.6.3.1","33.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068448","1.3.6.3.2","33.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068449","1.3.6.3.3","33.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Both sexes","Life expectancy","Years","308","units ","0","v54068450","1.3.7.1.1","26.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068451","1.3.7.1.2","26.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068452","1.3.7.1.3","26.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Males","Life expectancy","Years","308","units ","0","v54068453","1.3.7.2.1","23.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068454","1.3.7.2.2","23.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068455","1.3.7.2.3","23.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Females","Life expectancy","Years","308","units ","0","v54068456","1.3.7.3.1","28.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068457","1.3.7.3.2","28.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068458","1.3.7.3.3","29.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Both sexes","Life expectancy","Years","308","units ","0","v54068459","1.3.8.1.1","22.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068460","1.3.8.1.2","22.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068461","1.3.8.1.3","22.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Males","Life expectancy","Years","308","units ","0","v54068462","1.3.8.2.1","19.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068463","1.3.8.2.2","19.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068464","1.3.8.2.3","19.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Females","Life expectancy","Years","308","units ","0","v54068465","1.3.8.3.1","24.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068466","1.3.8.3.2","24.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068467","1.3.8.3.3","24.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Both sexes","Life expectancy","Years","308","units ","0","v54068468","1.3.9.1.1","18.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068469","1.3.9.1.2","18.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068470","1.3.9.1.3","18.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Males","Life expectancy","Years","308","units ","0","v54068471","1.3.9.2.1","15.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068472","1.3.9.2.2","15.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068473","1.3.9.2.3","15.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Females","Life expectancy","Years","308","units ","0","v54068474","1.3.9.3.1","20.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068475","1.3.9.3.2","20.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068476","1.3.9.3.3","20.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Both sexes","Life expectancy","Years","308","units ","0","v54068477","1.3.10.1.1","14.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068478","1.3.10.1.2","14.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068479","1.3.10.1.3","14.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Males","Life expectancy","Years","308","units ","0","v54068480","1.3.10.2.1","12.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068481","1.3.10.2.2","12.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068482","1.3.10.2.3","12.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Females","Life expectancy","Years","308","units ","0","v54068483","1.3.10.3.1","16.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068484","1.3.10.3.2","16.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068485","1.3.10.3.3","16.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Both sexes","Life expectancy","Years","308","units ","0","v54068486","1.3.11.1.1","11.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068487","1.3.11.1.2","11.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068488","1.3.11.1.3","11.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Males","Life expectancy","Years","308","units ","0","v54068489","1.3.11.2.1","9.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068490","1.3.11.2.2","9.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068491","1.3.11.2.3","9.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Females","Life expectancy","Years","308","units ","0","v54068492","1.3.11.3.1","13.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068493","1.3.11.3.2","13.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068494","1.3.11.3.3","13.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Both sexes","Life expectancy","Years","308","units ","0","v54068495","1.3.12.1.1","9.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068496","1.3.12.1.2","9.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068497","1.3.12.1.3","9.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Males","Life expectancy","Years","308","units ","0","v54068498","1.3.12.2.1","7.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068499","1.3.12.2.2","7.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068500","1.3.12.2.3","7.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Females","Life expectancy","Years","308","units ","0","v54068501","1.3.12.3.1","10.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068502","1.3.12.3.2","10.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068503","1.3.12.3.3","10.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Both sexes","Life expectancy","Years","308","units ","0","v54068504","1.3.13.1.1","6.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068505","1.3.13.1.2","6.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068506","1.3.13.1.3","6.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Males","Life expectancy","Years","308","units ","0","v54068507","1.3.13.2.1","5.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068508","1.3.13.2.2","5.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068509","1.3.13.2.3","5.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Females","Life expectancy","Years","308","units ","0","v54068510","1.3.13.3.1","7.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068511","1.3.13.3.2","7.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068512","1.3.13.3.3","7.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Both sexes","Life expectancy","Years","308","units ","0","v54068513","1.3.14.1.1","5.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068514","1.3.14.1.2","5.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068515","1.3.14.1.3","5.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Males","Life expectancy","Years","308","units ","0","v54068516","1.3.14.2.1","4.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068517","1.3.14.2.2","4.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068518","1.3.14.2.3","4.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Females","Life expectancy","Years","308","units ","0","v54068519","1.3.14.3.1","5.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068520","1.3.14.3.2","5.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068521","1.3.14.3.3","5.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Both sexes","Life expectancy","Years","308","units ","0","v54068522","1.4.1.1.1","55.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068523","1.4.1.1.2","55.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068524","1.4.1.1.3","55.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Males","Life expectancy","Years","308","units ","0","v54068525","1.4.1.2.1","52.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068526","1.4.1.2.2","52.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068527","1.4.1.2.3","53.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Females","Life expectancy","Years","308","units ","0","v54068528","1.4.1.3.1","58.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068529","1.4.1.3.2","58.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068530","1.4.1.3.3","58.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Both sexes","Life expectancy","Years","308","units ","0","v54068531","1.4.2.1.1","50.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068532","1.4.2.1.2","50.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068533","1.4.2.1.3","50.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Males","Life expectancy","Years","308","units ","0","v54068534","1.4.2.2.1","48.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068535","1.4.2.2.2","48.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068536","1.4.2.2.3","48.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Females","Life expectancy","Years","308","units ","0","v54068537","1.4.2.3.1","53.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068538","1.4.2.3.2","53.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068539","1.4.2.3.3","53.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Both sexes","Life expectancy","Years","308","units ","0","v54068540","1.4.3.1.1","46.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068541","1.4.3.1.2","45.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068542","1.4.3.1.3","46.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Males","Life expectancy","Years","308","units ","0","v54068543","1.4.3.2.1","43.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068544","1.4.3.2.2","43.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068545","1.4.3.2.3","43.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Females","Life expectancy","Years","308","units ","0","v54068546","1.4.3.3.1","48.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068547","1.4.3.3.2","48.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068548","1.4.3.3.3","48.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Both sexes","Life expectancy","Years","308","units ","0","v54068549","1.4.4.1.1","41.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068550","1.4.4.1.2","41.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068551","1.4.4.1.3","41.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Males","Life expectancy","Years","308","units ","0","v54068552","1.4.4.2.1","38.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068553","1.4.4.2.2","38.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54068554","1.4.4.2.3","38.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Females","Life expectancy","Years","308","units ","0","v54068555","1.4.4.3.1","43.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54068556","1.4.4.3.2","43.7","","","","1"
