"REF_DATE","GEO","DGUID","Population group","Age","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 25 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072246","1.3.1.3.3","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Both sexes","Probability of survival","Years","308","units ","0","v54070623","1.3.2.1.1","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071421","1.3.2.1.2","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072219","1.3.2.1.3","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Males","Probability of survival","Years","308","units ","0","v54070637","1.3.2.2.1","99.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071435","1.3.2.2.2","99.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072233","1.3.2.2.3","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Females","Probability of survival","Years","308","units ","0","v54070651","1.3.2.3.1","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071449","1.3.2.3.2","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 30 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072247","1.3.2.3.3","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Both sexes","Probability of survival","Years","308","units ","0","v54070624","1.3.3.1.1","99.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071422","1.3.3.1.2","99.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072220","1.3.3.1.3","99.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Males","Probability of survival","Years","308","units ","0","v54070638","1.3.3.2.1","98.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071436","1.3.3.2.2","98.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072234","1.3.3.2.3","99.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Females","Probability of survival","Years","308","units ","0","v54070652","1.3.3.3.1","99.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071450","1.3.3.3.2","99.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 35 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072248","1.3.3.3.3","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Both sexes","Probability of survival","Years","308","units ","0","v54070625","1.3.4.1.1","98.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071423","1.3.4.1.2","98.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072221","1.3.4.1.3","98.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Males","Probability of survival","Years","308","units ","0","v54070639","1.3.4.2.1","98.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071437","1.3.4.2.2","98.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072235","1.3.4.2.3","98.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Females","Probability of survival","Years","308","units ","0","v54070653","1.3.4.3.1","99.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071451","1.3.4.3.2","99.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 40 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072249","1.3.4.3.3","99.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Both sexes","Probability of survival","Years","308","units ","0","v54070626","1.3.5.1.1","97.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071424","1.3.5.1.2","97.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072222","1.3.5.1.3","98.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Males","Probability of survival","Years","308","units ","0","v54070640","1.3.5.2.1","97.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071438","1.3.5.2.2","97.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072236","1.3.5.2.3","97.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Females","Probability of survival","Years","308","units ","0","v54070654","1.3.5.3.1","98.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071452","1.3.5.3.2","98.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 45 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072250","1.3.5.3.3","98.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Both sexes","Probability of survival","Years","308","units ","0","v54070627","1.3.6.1.1","96.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071425","1.3.6.1.2","96.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072223","1.3.6.1.3","96.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Males","Probability of survival","Years","308","units ","0","v54070641","1.3.6.2.1","95.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071439","1.3.6.2.2","95.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072237","1.3.6.2.3","96.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Females","Probability of survival","Years","308","units ","0","v54070655","1.3.6.3.1","97.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071453","1.3.6.3.2","97.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 50 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072251","1.3.6.3.3","97.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Both sexes","Probability of survival","Years","308","units ","0","v54070628","1.3.7.1.1","94.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071426","1.3.7.1.2","94.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072224","1.3.7.1.3","94.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Males","Probability of survival","Years","308","units ","0","v54070642","1.3.7.2.1","93.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071440","1.3.7.2.2","93.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072238","1.3.7.2.3","93.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Females","Probability of survival","Years","308","units ","0","v54070656","1.3.7.3.1","96.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071454","1.3.7.3.2","96.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 55 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072252","1.3.7.3.3","96.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Both sexes","Probability of survival","Years","308","units ","0","v54070629","1.3.8.1.1","91.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071427","1.3.8.1.2","91.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072225","1.3.8.1.3","91.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Males","Probability of survival","Years","308","units ","0","v54070643","1.3.8.2.1","89.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071441","1.3.8.2.2","89.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072239","1.3.8.2.3","89.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Females","Probability of survival","Years","308","units ","0","v54070657","1.3.8.3.1","93.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071455","1.3.8.3.2","93.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 60 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072253","1.3.8.3.3","93.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Both sexes","Probability of survival","Years","308","units ","0","v54070630","1.3.9.1.1","86.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071428","1.3.9.1.2","86.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072226","1.3.9.1.3","86.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Males","Probability of survival","Years","308","units ","0","v54070644","1.3.9.2.1","83.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071442","1.3.9.2.2","82.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072240","1.3.9.2.3","83.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Females","Probability of survival","Years","308","units ","0","v54070658","1.3.9.3.1","89.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071456","1.3.9.3.2","89.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 65 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072254","1.3.9.3.3","89.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Both sexes","Probability of survival","Years","308","units ","0","v54070631","1.3.10.1.1","78.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071429","1.3.10.1.2","78.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072227","1.3.10.1.3","79.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Males","Probability of survival","Years","308","units ","0","v54070645","1.3.10.2.1","73.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071443","1.3.10.2.2","73.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072241","1.3.10.2.3","73.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Females","Probability of survival","Years","308","units ","0","v54070659","1.3.10.3.1","84.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071457","1.3.10.3.2","83.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 70 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072255","1.3.10.3.3","84.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Both sexes","Probability of survival","Years","308","units ","0","v54070632","1.3.11.1.1","68.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071430","1.3.11.1.2","67.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072228","1.3.11.1.3","68.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Males","Probability of survival","Years","308","units ","0","v54070646","1.3.11.2.1","60.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071444","1.3.11.2.2","59.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072242","1.3.11.2.3","60.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Females","Probability of survival","Years","308","units ","0","v54070660","1.3.11.3.1","76.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071458","1.3.11.3.2","75.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 75 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072256","1.3.11.3.3","76.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Both sexes","Probability of survival","Years","308","units ","0","v54070633","1.3.12.1.1","54.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071431","1.3.12.1.2","54.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072229","1.3.12.1.3","54.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Males","Probability of survival","Years","308","units ","0","v54070647","1.3.12.2.1","44.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071445","1.3.12.2.2","43.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072243","1.3.12.2.3","44.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Females","Probability of survival","Years","308","units ","0","v54070661","1.3.12.3.1","65.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071459","1.3.12.3.2","64.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 80 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072257","1.3.12.3.3","65.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Both sexes","Probability of survival","Years","308","units ","0","v54070634","1.3.13.1.1","38.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071432","1.3.13.1.2","38.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072230","1.3.13.1.3","38.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Males","Probability of survival","Years","308","units ","0","v54070648","1.3.13.2.1","27.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071446","1.3.13.2.2","26.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072244","1.3.13.2.3","27.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Females","Probability of survival","Years","308","units ","0","v54070662","1.3.13.3.1","49.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071460","1.3.13.3.2","49.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 85 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072258","1.3.13.3.3","49.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Both sexes","Probability of survival","Years","308","units ","0","v54070635","1.3.14.1.1","21.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071433","1.3.14.1.2","21.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072231","1.3.14.1.3","21.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Males","Probability of survival","Years","308","units ","0","v54070649","1.3.14.2.1","12.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071447","1.3.14.2.2","12.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072245","1.3.14.2.3","12.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Females","Probability of survival","Years","308","units ","0","v54070663","1.3.14.3.1","30.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071461","1.3.14.3.2","30.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 2","At 90 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072259","1.3.14.3.3","30.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Both sexes","Probability of survival","Years","308","units ","0","v54070664","1.4.1.1.1","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071462","1.4.1.1.2","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072260","1.4.1.1.3","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Males","Probability of survival","Years","308","units ","0","v54070678","1.4.1.2.1","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071476","1.4.1.2.2","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072274","1.4.1.2.3","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Females","Probability of survival","Years","308","units ","0","v54070692","1.4.1.3.1","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071490","1.4.1.3.2","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 25 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072288","1.4.1.3.3","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Both sexes","Probability of survival","Years","308","units ","0","v54070665","1.4.2.1.1","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071463","1.4.2.1.2","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072261","1.4.2.1.3","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Males","Probability of survival","Years","308","units ","0","v54070679","1.4.2.2.1","99.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071477","1.4.2.2.2","99.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072275","1.4.2.2.3","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Females","Probability of survival","Years","308","units ","0","v54070693","1.4.2.3.1","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071491","1.4.2.3.2","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 30 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072289","1.4.2.3.3","99.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Both sexes","Probability of survival","Years","308","units ","0","v54070666","1.4.3.1.1","99.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071464","1.4.3.1.2","99.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072262","1.4.3.1.3","99.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Males","Probability of survival","Years","308","units ","0","v54070680","1.4.3.2.1","99.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071478","1.4.3.2.2","98.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072276","1.4.3.2.3","99.1","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Females","Probability of survival","Years","308","units ","0","v54070694","1.4.3.3.1","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071492","1.4.3.3.2","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 35 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072290","1.4.3.3.3","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Both sexes","Probability of survival","Years","308","units ","0","v54070667","1.4.4.1.1","98.9","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071465","1.4.4.1.2","98.8","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072263","1.4.4.1.3","99.0","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Males","Probability of survival","Years","308","units ","0","v54070681","1.4.4.2.1","98.5","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071479","1.4.4.2.2","98.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072277","1.4.4.2.3","98.6","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Females","Probability of survival","Years","308","units ","0","v54070695","1.4.4.3.1","99.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071493","1.4.4.3.2","99.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 40 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072291","1.4.4.3.3","99.4","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 45 years","Both sexes","Probability of survival","Years","308","units ","0","v54070668","1.4.5.1.1","98.3","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 45 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071466","1.4.5.1.2","98.2","","","","1"
"1991/2006","Canada","2016A000011124","Income adequacy quintile 3","At 45 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072264","1.4.5.1.3","98.3","","","","1"
